post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:custom_editor_box,meta:cwg_total_subscribers,meta:fin_sku_field,meta:msrp_field,meta:product_banner,meta:product_style,meta:show_specific_messsage,meta:total_sales,meta:upc_field,meta:wcbvp_variations_data,meta:wcbvp_variations_data_enable,meta:wcbvp_variations_data_override,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:pa_bratype,attribute_data:pa_bratype,attribute_default:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute_default:pa_closure,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,attribute_default:pa_countryoforigin,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute_default:pa_innerpackqty,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute_default:pa_neckdesign,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute_default:pa_sleevestyle
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - M, Safety Green",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-m-safety-green,65209,69409,"Size: M, Color: Safety Green","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,29,"2021-08-31 09:44:49",1,closed,#6456,1354,,,no,no,750,7.7100,,6,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Green_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Green_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-M-Safety Green._ADD",,,482L,,0,00011919749317,,,,,"Safety Green",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - L, Navy",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-l-navy,65209,69403,"Size: L, Color: Navy","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,30,"2021-08-31 09:44:46",1,closed,#6450,1354,,,no,no,1621,7.7100,,6.704,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Navy_sw.jpg ! alt :  ! title : Hanes_482L_Navy_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-L-Navy._ADD,,,482L,,0,00011919749256,,,,,Navy,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, Light Blue",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-light-blue-s,65209,135123,"Size: S, Color: Light Blue",,publish,,31,"2021-10-19 00:11:14",1,closed,#6441,1354,,,no,no,0,6.7900,,5.472,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Light_Blue_sw.jpg ! alt :  ! title : Hanes_482L_Light_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-S-Light Blue._ADD",,,482L,,0,00011919749164,,,,,"Light Blue",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 2XL, Navy",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-2xl-navy,65209,69405,"Size: 2XL, Color: Navy","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,32,"2021-08-31 09:44:46",1,closed,#6452,1354,,,no,no,732,7.7100,,7.936,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Navy_sw.jpg ! alt :  ! title : Hanes_482L_Navy_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-2XL-Navy._ADD,,,482L,,0,00011919749270,,,,,Navy,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, White",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-s-white,65209,69414,"Size: S, Color: White","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,33,"2021-08-31 09:44:51",1,closed,#6462,1354,,,no,no,525,7.7100,,5.472,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_White_sw.jpg ! alt :  ! title : Hanes_482L_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-S-White._ADD,,,482L,,0,00011919749379,,,,,White,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 2XL, Safety Green",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-2xl-safety-green,65209,69412,"Size: 2XL, Color: Safety Green","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,34,"2021-08-31 09:44:50",1,closed,#6459,1354,,,no,no,782,7.7100,,7.936,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Green_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Green_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-2XL-Safety Green._ADD",,,482L,,0,00011919749348,,,,,"Safety Green",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, Light Blue",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-light-blue-xl,65209,135126,"Size: XL, Color: Light Blue",,publish,,35,"2021-10-19 00:11:14",1,closed,#6444,1354,,,no,no,0,6.7900,,7.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Light_Blue_sw.jpg ! alt :  ! title : Hanes_482L_Light_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-XL-Light Blue._ADD",,,482L,,0,00011919749195,,,,,"Light Blue",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - M, Graphite",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-m-graphite,65209,69396,"Size: M, Color: Graphite","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,36,"2021-08-31 09:44:42",1,closed,#6435,1354,,,no,no,1662,7.7100,,6,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Graphite_sw.jpg ! alt :  ! title : Hanes_482L_Graphite_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-M-Graphite._ADD,,,482L,,0,00011919749102,,,,,Graphite,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - M, White",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-m-white,65209,69415,"Size: M, Color: White","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,37,"2021-08-31 09:44:51",1,closed,#6463,1354,,,no,no,1081,7.7100,,6.176,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_White_sw.jpg ! alt :  ! title : Hanes_482L_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-M-White._ADD,,,482L,,0,00011919749386,,,,,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 2XL, Light Blue",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-light-blue-2xl,65209,135127,"Size: 2XL, Color: Light Blue",,publish,,38,"2021-10-19 00:11:14",1,closed,#6445,1354,,,no,no,0,8.2700,,8.272,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Light_Blue_sw.jpg ! alt :  ! title : Hanes_482L_Light_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-2XL-Light Blue._ADD",,,482L,,0,00011919749201,,,,,"Light Blue",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 3XL, Navy",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-3xl-navy,65209,69406,"Size: 3XL, Color: Navy","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,39,"2021-08-31 09:44:46",1,closed,#6453,1354,,,no,no,546,7.7100,,8.464,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Navy_sw.jpg ! alt :  ! title : Hanes_482L_Navy_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-3XL-Navy._ADD,,,482L,,0,00011919749287,,,,,Navy,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - L, White",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-l-white,65209,69416,"Size: L, Color: White","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,40,"2021-08-31 09:44:51",1,closed,#6464,1354,,,no,no,1099,7.7100,,6.704,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_White_sw.jpg ! alt :  ! title : Hanes_482L_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-L-White._ADD,,,482L,,0,00011919749393,,,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XS, Safety Green",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-xs-safety-green,65209,69407,"Size: XS, Color: Safety Green","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,41,"2021-08-31 09:44:47",1,closed,#6454,1354,,,no,no,27,7.7100,,5.008,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Green_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Green_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-XS-Safety Green._ADD",,,482L,,0,00011919749294,,,,,"Safety Green",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 3XL, Light Blue",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-light-blue-3xl,65209,135128,"Size: 3XL, Color: Light Blue",,publish,,42,"2021-10-19 00:11:15",1,closed,#6446,1354,,,no,no,0,8.2700,,10.848,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Light_Blue_sw.jpg ! alt :  ! title : Hanes_482L_Light_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-3XL-Light Blue._ADD",,,482L,,0,00011919749218,,,,,"Light Blue",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, White",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-xl-white,65209,69417,"Size: XL, Color: White","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,43,"2021-08-31 09:44:52",1,closed,#6465,1354,,,no,no,2179,7.7100,,7.232,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_White_sw.jpg ! alt :  ! title : Hanes_482L_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-XL-White._ADD,,,482L,,0,00011919749409,,,,,White,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - L, Safety Green",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-l-safety-green,65209,69410,"Size: L, Color: Safety Green","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,44,"2021-08-31 09:44:50",1,closed,#6457,1354,,,no,no,2144,7.7100,,6.528,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Green_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Green_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-L-Safety Green._ADD",,,482L,,0,00011919749324,,,,,"Safety Green",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XS, Navy",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-navy-xs,65209,135129,"Size: XS, Color: Navy",,publish,,45,"2021-10-19 00:11:15",1,closed,#6447,1354,,,no,no,179,7.7100,,5.12,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Navy_sw.jpg ! alt :  ! title : Hanes_482L_Navy_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,,,,,,,482L-XS-Navy._ADD,,,482L,,0,00011919749225,,,,,Navy,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 2XL, White",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-2xl-white,65209,69418,"Size: 2XL, Color: White","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,46,"2021-08-31 09:44:54",1,closed,#6466,1354,,,no,no,398,7.7100,,7.936,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_White_sw.jpg ! alt :  ! title : Hanes_482L_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-2XL-White._ADD,,,482L,,0,00011919749416,,,,,White,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - M, Light Blue",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-light-blue-m,65209,135124,"Size: M, Color: Light Blue",,publish,,47,"2021-10-19 00:11:14",1,closed,#6442,1354,,,no,no,0,6.7900,,6.32,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Light_Blue_sw.jpg ! alt :  ! title : Hanes_482L_Light_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-M-Light Blue._ADD",,,482L,,0,00011919749171,,,,,"Light Blue",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - L, Light Blue",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-light-blue-l,65209,135125,"Size: L, Color: Light Blue",,publish,,48,"2021-10-19 00:11:14",1,closed,#6443,1354,,,no,no,0,6.7900,,6.704,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Light_Blue_sw.jpg ! alt :  ! title : Hanes_482L_Light_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-L-Light Blue._ADD",,,482L,,0,00011919749188,,,,,"Light Blue",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, Navy",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-navy-s,65209,135130,"Size: S, Color: Navy",,publish,,49,"2021-10-19 00:11:15",1,closed,#6448,1354,,,no,no,200,7.7100,,5.296,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Navy_sw.jpg ! alt :  ! title : Hanes_482L_Navy_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,,,,,,,482L-S-Navy._ADD,,,482L,,0,00011919749232,,,,,Navy,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 3XL, White",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-3xl-white,65209,69419,"Size: 3XL, Color: White","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,50,"2021-08-31 09:44:55",1,closed,#6467,1354,,,no,no,457,7.7100,,8.288,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_White_sw.jpg ! alt :  ! title : Hanes_482L_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-3XL-White._ADD,,,482L,,0,00011919749423,,,,,White,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, Navy",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-navy-xl,65209,135131,"Size: XL, Color: Navy",,publish,,51,"2021-10-19 00:11:15",1,closed,#6451,1354,,,no,no,1021,7.7100,,7.232,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Navy_sw.jpg ! alt :  ! title : Hanes_482L_Navy_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,,,,,,,482L-XL-Navy._ADD,,,482L,,0,00011919749263,,,,,Navy,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
