post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:aws_url_field,meta:cdn_featured_image,meta:cdn_gallery_urls,meta:cdn_gallery_urls_0_cdn_gallery_link,meta:cdn_gallery_urls_1_cdn_gallery_link,meta:cdn_gallery_urls_2_cdn_gallery_link,meta:cdn_gallery_urls_3_cdn_gallery_link,meta:cdn_gallery_urls_4_cdn_gallery_link,meta:cdn_gallery_urls_5_cdn_gallery_link,meta:cdn_gallery_urls_6_cdn_gallery_link,meta:cdn_gallery_urls_7_cdn_gallery_link,meta:cdn_gallery_urls_8_cdn_gallery_link,meta:cdn_gallery_urls_9_cdn_gallery_link,meta:custom_editor_box,meta:cwg_total_subscribers,meta:fin_sku_field,meta:msrp_field,meta:product_banner,meta:product_style,meta:show_specific_messsage,meta:total_sales,meta:upc_field,meta:wcbvp_variations_data,meta:wcbvp_variations_data_enable,meta:wcbvp_variations_data_override,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:pa_bratype,attribute_data:pa_bratype,attribute_default:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute_default:pa_closure,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,attribute_default:pa_countryoforigin,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute_default:pa_innerpackqty,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute_default:pa_neckdesign,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute_default:pa_sleevestyle
"Hanes Originals Womens Tri-Blend Plus Size T-Shirt - 3X, Athletic Navy Heather",hanes-originals-womens-tri-blend-plus-size-t-shirt-athletic-navy-heather-3x,1107115,1107129,"Size: 3X, Color: Athletic Navy Heather",,publish,,0,"2024-01-16 23:08:30",1,closed,#443090,5079,,,no,no,0,5.2600,,0.464,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PTP_Athletic_Navy_Heather_sw.jpg ! alt :  ! title : Hanes_31PTP_Athletic_Navy_Heather_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-plus-size-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PTP-3X-Athletic Navy Heather._ADD",0,,31PTP,,0,00196739052080,,,,,"Athletic Navy Heather",3X,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend Plus Size T-Shirt - 4X, Eco White",hanes-originals-womens-tri-blend-plus-size-t-shirt-eco-white-4x,1107115,1107130,"Size: 4X, Color: Eco White",,publish,,0,"2024-01-16 23:08:30",1,closed,#443091,5079,,,no,no,0,5.2600,,0.506,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PTP_Eco_White_sw.jpg ! alt :  ! title : Hanes_31PTP_Eco_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-plus-size-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PTP-4X-Eco White._ADD",0,,31PTP,,0,00196739052387,,,,,"Eco White",4X,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend Plus Size T-Shirt - 2X, Eco White",hanes-originals-womens-tri-blend-plus-size-t-shirt-eco-white-2x,1107115,1107131,"Size: 2X, Color: Eco White",,publish,,0,"2024-01-16 23:08:30",1,closed,#445828,5079,,,no,no,0,5.2600,,0.36,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PTP_Eco_White_sw.jpg ! alt :  ! title : Hanes_31PTP_Eco_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-plus-size-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PTP-2X-Eco White._ADD",0,,31PTP,,0,00196739052363,,,,,"Eco White",2X,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt",hanes-originals-womens-tri-blend-t-shirt,,1106750,,"BASICS THAT ARE FAR FROM BASIC. Classic comfort meets unbeatable style with this Hanes Original women's tee. Our signature tri-blend fabrics come together to create a lightweight t-shirt that feels great on the skin. The just-right classic fit with curved hem, ribbed collar, and center back seam lend to an ultra-flattering look you'll love. Plus, it's made from recycled polyester for that super-soft, worn-in feel. Pair it with a nice jacket and heels for a night out, or your fave Hanes sweats and a scrunchie for weekend chores around the house. You can't go wrong with Hanes Originals. BE YOURSELF IN HANES ORIGINALS - A stylish collection of cool, modern essentials designed for comfort, made for every body. SUPER SOFT &amp; COMFY FEEL - Our best cotton, polyester, and rayon come together to make this soft and comfy t-shirt for women. RELAXED &amp; FLATTERING - This women's t-shirt features a just-right classic fit and has a curved hem for a flattering and feminine touch. MADE WITH RECYCLED MATERIALS - A portion of this women's t-shirt was made with recycled polyester. COLD WATER WASH - Hanes recommends machine washing women's tees in cold water to reduce energy consumption.",publish,,0,"2024-01-15 23:15:05",1,open,5078,,,,no,no,,,,,12,16,12,,outofstock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Athletic_Navy_Heather-1.png ! alt :  ! title : Hanes_31PT_Athletic_Navy_Heather-1 ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Black-1.png ! alt :  ! title : Hanes_31PT_Black-1 ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Cactus_Heather-1.png ! alt :  ! title : Hanes_31PT_Cactus_Heather-1 ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Concentrated_Coral_PE_Heather-1.png ! alt :  ! title : Hanes_31PT_Concentrated_Coral_PE_Heather-1 ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Eco_White-1.png ! alt :  ! title : Hanes_31PT_Eco_White-1 ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Inari_Heather-1.png ! alt :  ! title : Hanes_31PT_Inari_Heather-1 ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Red_River_Clay_Heather-1.png ! alt :  ! title : Hanes_31PT_Red_River_Clay_Heather-1 ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Regalia_Blue_Heather-1.png ! alt :  ! title : Hanes_31PT_Regalia_Blue_Heather-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,Hanes,Women,Originals,Soft,variable,outofstock,Uncategorized,,,,,,,,,,,,,,,,,0,,,,31PT,,0,,,,,,,,,,,,,,"Athletic Navy Heather|Black|Cactus Heather|Concentrated Coral PE Heather|Eco White|Inari Heather|Red River Clay Heather|Regalia Blue Heather",1|1|1,,,,,"60% Recycled Polyester, 30% Cotton, 10% Rayon",4|1|0,,1,11|1|0,,Crewneck,2|1|0,,XS|S|M|L|XL|2XL,0|1|1,,"Short Sleeve",3|1|0,
"Hanes Originals Womens Tri-Blend T-Shirt - S, Cactus Heather",hanes-originals-womens-tri-blend-t-shirt-cactus-heather-s,1106750,1107063,"Size: S, Color: Cactus Heather",,publish,,0,"2024-01-16 23:06:23",1,closed,#438849,5078,,,no,no,0,5.2600,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Cactus_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Cactus_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-S-Cactus Heather._ADD",0,,31PT,,0,00196062154611,,,,,"Cactus Heather",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - XL, Athletic Navy Heather",hanes-originals-womens-tri-blend-t-shirt-athletic-navy-heather-xl,1106750,1107064,"Size: XL, Color: Athletic Navy Heather",,publish,,0,"2024-01-16 23:06:23",1,closed,#438945,5078,,,no,no,0,5.2600,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Athletic_Navy_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Athletic_Navy_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-XL-Athletic Navy Heather._ADD",0,,31PT,,0,00196062154369,,,,,"Athletic Navy Heather",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - 2XL, Black",hanes-originals-womens-tri-blend-t-shirt-black-2xl,1106750,1107065,"Size: 2XL, Color: Black",,publish,,0,"2024-01-16 23:06:24",1,closed,#439222,5078,,,no,no,0,5.2600,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Black_sw-1.png ! alt :  ! title : Hanes_31PT_Black_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,31PT-2XL-Black._ADD,0,,31PT,,0,00196062154536,,,,,Black,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - XS, Cactus Heather",hanes-originals-womens-tri-blend-t-shirt-cactus-heather-xs,1106750,1107066,"Size: XS, Color: Cactus Heather",,publish,,0,"2024-01-16 23:06:24",1,closed,#439278,5078,,,no,no,0,5.2600,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Cactus_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Cactus_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-XS-Cactus Heather._ADD",0,,31PT,,0,00196062154604,,,,,"Cactus Heather",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - 2XL, Athletic Navy Heather",hanes-originals-womens-tri-blend-t-shirt-athletic-navy-heather-2xl,1106750,1107067,"Size: 2XL, Color: Athletic Navy Heather",,publish,,0,"2024-01-16 23:06:24",1,closed,#439453,5078,,,no,no,0,5.2600,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Athletic_Navy_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Athletic_Navy_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-2XL-Athletic Navy Heather._ADD",0,,31PT,,0,00196062154376,,,,,"Athletic Navy Heather",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - M, Black",hanes-originals-womens-tri-blend-t-shirt-black-m,1106750,1107068,"Size: M, Color: Black",,publish,,0,"2024-01-16 23:06:24",1,closed,#439454,5078,,,no,no,0,5.2600,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Black_sw-1.png ! alt :  ! title : Hanes_31PT_Black_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,31PT-M-Black._ADD,0,,31PT,,0,00196062154505,,,,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - L, Cactus Heather",hanes-originals-womens-tri-blend-t-shirt-cactus-heather-l,1106750,1107069,"Size: L, Color: Cactus Heather",,publish,,0,"2024-01-16 23:06:25",1,closed,#439460,5078,,,no,no,0,5.2600,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Cactus_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Cactus_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-L-Cactus Heather._ADD",0,,31PT,,0,00196062154635,,,,,"Cactus Heather",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - 2XL, Cactus Heather",hanes-originals-womens-tri-blend-t-shirt-cactus-heather-2xl,1106750,1107070,"Size: 2XL, Color: Cactus Heather",,publish,,0,"2024-01-16 23:06:25",1,closed,#439461,5078,,,no,no,0,5.2600,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Cactus_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Cactus_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-2XL-Cactus Heather._ADD",0,,31PT,,0,00196062154659,,,,,"Cactus Heather",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - L, Eco White",hanes-originals-womens-tri-blend-t-shirt-eco-white-l,1106750,1107071,"Size: L, Color: Eco White",,publish,,0,"2024-01-16 23:06:25",1,closed,#439487,5078,,,no,no,0,5.2600,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Eco_White_sw-1.png ! alt :  ! title : Hanes_31PT_Eco_White_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-L-Eco White._ADD",0,,31PT,,0,00196062219563,,,,,"Eco White",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - M, Athletic Navy Heather",hanes-originals-womens-tri-blend-t-shirt-athletic-navy-heather-m,1106750,1107072,"Size: M, Color: Athletic Navy Heather",,publish,,0,"2024-01-16 23:06:25",1,closed,#439644,5078,,,no,no,0,5.2600,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Athletic_Navy_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Athletic_Navy_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-M-Athletic Navy Heather._ADD",0,,31PT,,0,00196062154345,,,,,"Athletic Navy Heather",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - L, Athletic Navy Heather",hanes-originals-womens-tri-blend-t-shirt-athletic-navy-heather-l,1106750,1107073,"Size: L, Color: Athletic Navy Heather",,publish,,0,"2024-01-16 23:06:26",1,closed,#439700,5078,,,no,no,0,5.2600,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Athletic_Navy_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Athletic_Navy_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-L-Athletic Navy Heather._ADD",0,,31PT,,0,00196062154352,,,,,"Athletic Navy Heather",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - M, Cactus Heather",hanes-originals-womens-tri-blend-t-shirt-cactus-heather-m,1106750,1107074,"Size: M, Color: Cactus Heather",,publish,,0,"2024-01-16 23:06:26",1,closed,#439701,5078,,,no,no,0,5.2600,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Cactus_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Cactus_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-M-Cactus Heather._ADD",0,,31PT,,0,00196062154628,,,,,"Cactus Heather",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - XL, Cactus Heather",hanes-originals-womens-tri-blend-t-shirt-cactus-heather-xl,1106750,1107075,"Size: XL, Color: Cactus Heather",,publish,,0,"2024-01-16 23:06:26",1,closed,#439702,5078,,,no,no,0,5.2600,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Cactus_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Cactus_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-XL-Cactus Heather._ADD",0,,31PT,,0,00196062154642,,,,,"Cactus Heather",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - XS, Athletic Navy Heather",hanes-originals-womens-tri-blend-t-shirt-athletic-navy-heather-xs,1106750,1107076,"Size: XS, Color: Athletic Navy Heather",,publish,,0,"2024-01-16 23:06:26",1,closed,#439804,5078,,,no,no,0,5.2600,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Athletic_Navy_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Athletic_Navy_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-XS-Athletic Navy Heather._ADD",0,,31PT,,0,00196062154321,,,,,"Athletic Navy Heather",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - XL, Black",hanes-originals-womens-tri-blend-t-shirt-black-xl,1106750,1107077,"Size: XL, Color: Black",,publish,,0,"2024-01-16 23:06:27",1,closed,#439805,5078,,,no,no,0,5.2600,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Black_sw-1.png ! alt :  ! title : Hanes_31PT_Black_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,31PT-XL-Black._ADD,0,,31PT,,0,00196062154529,,,,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - XL, Eco White",hanes-originals-womens-tri-blend-t-shirt-eco-white-xl,1106750,1107078,"Size: XL, Color: Eco White",,publish,,0,"2024-01-16 23:06:27",1,closed,#439837,5078,,,no,no,0,5.2600,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Eco_White_sw-1.png ! alt :  ! title : Hanes_31PT_Eco_White_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-XL-Eco White._ADD",0,,31PT,,0,00196062219570,,,,,"Eco White",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - S, Athletic Navy Heather",hanes-originals-womens-tri-blend-t-shirt-athletic-navy-heather-s,1106750,1107079,"Size: S, Color: Athletic Navy Heather",,publish,,0,"2024-01-16 23:06:27",1,closed,#440022,5078,,,no,no,0,5.2600,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Athletic_Navy_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Athletic_Navy_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-S-Athletic Navy Heather._ADD",0,,31PT,,0,00196062154338,,,,,"Athletic Navy Heather",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - L, Black",hanes-originals-womens-tri-blend-t-shirt-black-l,1106750,1107080,"Size: L, Color: Black",,publish,,0,"2024-01-16 23:06:27",1,closed,#440023,5078,,,no,no,0,5.2600,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Black_sw-1.png ! alt :  ! title : Hanes_31PT_Black_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,31PT-L-Black._ADD,0,,31PT,,0,00196062154512,,,,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - XS, Black",hanes-originals-womens-tri-blend-t-shirt-black-xs,1106750,1107081,"Size: XS, Color: Black",,publish,,0,"2024-01-16 23:06:28",1,closed,#440091,5078,,,no,no,0,5.2600,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Black_sw-1.png ! alt :  ! title : Hanes_31PT_Black_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,31PT-XS-Black._ADD,0,,31PT,,0,00196062154383,,,,,Black,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - 2XL, Eco White",hanes-originals-womens-tri-blend-t-shirt-eco-white-2xl,1106750,1107082,"Size: 2XL, Color: Eco White",,publish,,0,"2024-01-16 23:06:28",1,closed,#440123,5078,,,no,no,0,5.2600,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Eco_White_sw-1.png ! alt :  ! title : Hanes_31PT_Eco_White_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-2XL-Eco White._ADD",0,,31PT,,0,00196062219587,,,,,"Eco White",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - M, Regalia Blue Heather",hanes-originals-womens-tri-blend-t-shirt-regalia-blue-heather-m,1106750,1107083,"Size: M, Color: Regalia Blue Heather",,publish,,0,"2024-01-16 23:06:28",1,closed,#440433,5078,,,no,no,0,5.2600,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Regalia_Blue_Heather_sw-1.png ! alt :  ! title : Hanes_31PT_Regalia_Blue_Heather_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-M-Regalia Blue Heather._ADD",0,,31PT,,0,00196062641456,,,,,"Regalia Blue Heather",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Tri-Blend T-Shirt - XS, Eco White",hanes-originals-womens-tri-blend-t-shirt-eco-white-xs,1106750,1107084,"Size: XS, Color: Eco White",,publish,,0,"2024-01-16 23:06:30",1,closed,#440508,5078,,,no,no,0,5.2600,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_31PT_Eco_White_sw-1.png ! alt :  ! title : Hanes_31PT_Eco_White_sw-1 ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-tri-blend-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"31PT-XS-Eco White._ADD",0,,31PT,,0,00196062219532,,,,,"Eco White",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
