post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:aws_url_field,meta:cdn_featured_image,meta:cdn_gallery_urls,meta:cdn_gallery_urls_0_cdn_gallery_link,meta:cdn_gallery_urls_1_cdn_gallery_link,meta:cdn_gallery_urls_2_cdn_gallery_link,meta:cdn_gallery_urls_3_cdn_gallery_link,meta:cdn_gallery_urls_4_cdn_gallery_link,meta:cdn_gallery_urls_5_cdn_gallery_link,meta:cdn_gallery_urls_6_cdn_gallery_link,meta:cdn_gallery_urls_7_cdn_gallery_link,meta:cdn_gallery_urls_8_cdn_gallery_link,meta:cdn_gallery_urls_9_cdn_gallery_link,meta:custom_editor_box,meta:cwg_total_subscribers,meta:fin_sku_field,meta:msrp_field,meta:product_banner,meta:product_style,meta:show_specific_messsage,meta:total_sales,meta:upc_field,meta:wcbvp_variations_data,meta:wcbvp_variations_data_enable,meta:wcbvp_variations_data_override,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:pa_bratype,attribute_data:pa_bratype,attribute_default:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute_default:pa_closure,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,attribute_default:pa_countryoforigin,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute_default:pa_innerpackqty,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute_default:pa_neckdesign,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute_default:pa_sleevestyle
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - S, White",hanes-originals-womens-relaxed-fit-cotton-t-shirt-white-s,1105047,1105071,"Size: S, Color: White",,publish,,0,"2024-01-11 23:15:58",1,closed,#440053,5017,,,no,no,0,5.1300,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_White_sw.jpg ! alt :  ! title : Hanes_27PT_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-S-White._ADD,0,,27PT,,0,00196062161190,,,,,White,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - L, White",hanes-originals-womens-relaxed-fit-cotton-t-shirt-white-l,1105047,1105072,"Size: L, Color: White",,publish,,0,"2024-01-11 23:15:58",1,closed,#440054,5017,,,no,no,0,5.1300,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_White_sw.jpg ! alt :  ! title : Hanes_27PT_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-L-White._ADD,0,,27PT,,0,00196062161213,,,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XS, White",hanes-originals-womens-relaxed-fit-cotton-t-shirt-white-xs,1105047,1105073,"Size: XS, Color: White",,publish,,0,"2024-01-11 23:15:59",1,closed,#440102,5017,,,no,no,0,5.1300,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_White_sw.jpg ! alt :  ! title : Hanes_27PT_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-XS-White._ADD,0,,27PT,,0,00196062161183,,,,,White,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XL, White",hanes-originals-womens-relaxed-fit-cotton-t-shirt-white-xl,1105047,1105074,"Size: XL, Color: White",,publish,,0,"2024-01-11 23:15:59",1,closed,#440103,5017,,,no,no,0,5.1300,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_White_sw.jpg ! alt :  ! title : Hanes_27PT_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-XL-White._ADD,0,,27PT,,0,00196062161220,,,,,White,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XL, Red River Clay",hanes-originals-womens-relaxed-fit-cotton-t-shirt-red-river-clay-xl,1105047,1105075,"Size: XL, Color: Red River Clay",,publish,,0,"2024-01-11 23:15:59",1,closed,#440432,5017,,,no,no,0,5.1300,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_27PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-XL-Red River Clay._ADD",0,,27PT,,0,00196062641234,,,,,"Red River Clay",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - L, Black",hanes-originals-womens-relaxed-fit-cotton-t-shirt-black-l,1105047,1105076,"Size: L, Color: Black",,publish,,0,"2024-01-11 23:15:59",1,closed,#440487,5017,,,no,no,0,5.1300,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Black_sw.jpg ! alt :  ! title : Hanes_27PT_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-L-Black._ADD,0,,27PT,,0,00196062160735,,,,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - S, Athletic Navy Heather",hanes-originals-womens-relaxed-fit-cotton-t-shirt-athletic-navy-heather-s,1105047,1105077,"Size: S, Color: Athletic Navy Heather",,publish,,0,"2024-01-11 23:16:00",1,closed,#440690,5017,,,no,no,0,5.1300,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Athletic_Navy_Heather_sw.png ! alt :  ! title : Hanes_27PT_Athletic_Navy_Heather_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-S-Athletic Navy Heather._ADD",0,,27PT,,0,00196062160650,,,,,"Athletic Navy Heather",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - L, Light Steel",hanes-originals-womens-relaxed-fit-cotton-t-shirt-light-steel-l,1105047,1105078,"Size: L, Color: Light Steel",,publish,,0,"2024-01-11 23:16:00",1,closed,#440691,5017,,,no,no,0,5.1300,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Light_Steel_sw.png ! alt :  ! title : Hanes_27PT_Light_Steel_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-L-Light Steel._ADD",0,,27PT,,0,00196062160919,,,,,"Light Steel",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - M, White",hanes-originals-womens-relaxed-fit-cotton-t-shirt-white-m,1105047,1105079,"Size: M, Color: White",,publish,,0,"2024-01-11 23:16:00",1,closed,#440692,5017,,,no,no,0,5.1300,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_White_sw.jpg ! alt :  ! title : Hanes_27PT_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-M-White._ADD,0,,27PT,,0,00196062161206,,,,,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - 2XL, White",hanes-originals-womens-relaxed-fit-cotton-t-shirt-white-2xl,1105047,1105080,"Size: 2XL, Color: White",,publish,,0,"2024-01-11 23:16:00",1,closed,#440693,5017,,,no,no,0,5.1300,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_White_sw.jpg ! alt :  ! title : Hanes_27PT_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-2XL-White._ADD,0,,27PT,,0,00196062161237,,,,,White,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - 2XL, Cactus",hanes-originals-womens-relaxed-fit-cotton-t-shirt-cactus-2xl,1105047,1105081,"Size: 2XL, Color: Cactus",,publish,,0,"2024-01-11 23:16:01",1,closed,#440796,5017,,,no,no,0,5.1300,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Cactus_sw.png ! alt :  ! title : Hanes_27PT_Cactus_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-2XL-Cactus._ADD,0,,27PT,,0,00196062641128,,,,,Cactus,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - M, Inari",hanes-originals-womens-relaxed-fit-cotton-t-shirt-inari-m,1105047,1105082,"Size: M, Color: Inari",,publish,,0,"2024-01-11 23:16:01",1,closed,#440797,5017,,,no,no,0,5.1300,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Inari_sw.png ! alt :  ! title : Hanes_27PT_Inari_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-M-Inari._ADD,0,,27PT,,0,00196062641159,,,,,Inari,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - S, Cactus",hanes-originals-womens-relaxed-fit-cotton-t-shirt-cactus-s,1105047,1105083,"Size: S, Color: Cactus",,publish,,0,"2024-01-11 23:16:01",1,closed,#441156,5017,,,no,no,0,5.1300,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Cactus_sw.png ! alt :  ! title : Hanes_27PT_Cactus_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-S-Cactus._ADD,0,,27PT,,0,00196062641081,,,,,Cactus,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - L, Inari",hanes-originals-womens-relaxed-fit-cotton-t-shirt-inari-l,1105047,1105084,"Size: L, Color: Inari",,publish,,0,"2024-01-11 23:16:01",1,closed,#441157,5017,,,no,no,0,5.1300,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Inari_sw.png ! alt :  ! title : Hanes_27PT_Inari_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-L-Inari._ADD,0,,27PT,,0,00196062641166,,,,,Inari,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - S, Red River Clay",hanes-originals-womens-relaxed-fit-cotton-t-shirt-red-river-clay-s,1105047,1105085,"Size: S, Color: Red River Clay",,publish,,0,"2024-01-11 23:16:02",1,closed,#441158,5017,,,no,no,0,5.1300,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_27PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-S-Red River Clay._ADD",0,,27PT,,0,00196062641203,,,,,"Red River Clay",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - S, Inari",hanes-originals-womens-relaxed-fit-cotton-t-shirt-inari-s,1105047,1105086,"Size: S, Color: Inari",,publish,,0,"2024-01-11 23:16:02",1,closed,#441205,5017,,,no,no,0,5.1300,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Inari_sw.png ! alt :  ! title : Hanes_27PT_Inari_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-S-Inari._ADD,0,,27PT,,0,00196062641142,,,,,Inari,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - 2XL, Red River Clay",hanes-originals-womens-relaxed-fit-cotton-t-shirt-red-river-clay-2xl,1105047,1105087,"Size: 2XL, Color: Red River Clay",,publish,,0,"2024-01-11 23:16:02",1,closed,#441206,5017,,,no,no,0,5.1300,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_27PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-2XL-Red River Clay._ADD",0,,27PT,,0,00196062641241,,,,,"Red River Clay",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - S, Regalia Blue",hanes-originals-womens-relaxed-fit-cotton-t-shirt-regalia-blue-s,1105047,1105088,"Size: S, Color: Regalia Blue",,publish,,0,"2024-01-11 23:16:02",1,closed,#441207,5017,,,no,no,0,5.1300,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_27PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-S-Regalia Blue._ADD",0,,27PT,,0,00196062641265,,,,,"Regalia Blue",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - 2XL, Regalia Blue",hanes-originals-womens-relaxed-fit-cotton-t-shirt-regalia-blue-2xl,1105047,1105089,"Size: 2XL, Color: Regalia Blue",,publish,,0,"2024-01-11 23:16:03",1,closed,#441208,5017,,,no,no,0,5.1300,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_27PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-2XL-Regalia Blue._ADD",0,,27PT,,0,00196062641302,,,,,"Regalia Blue",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XL, Cactus",hanes-originals-womens-relaxed-fit-cotton-t-shirt-cactus-xl,1105047,1105090,"Size: XL, Color: Cactus",,publish,,0,"2024-01-11 23:16:03",1,closed,#441269,5017,,,no,no,0,5.1300,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Cactus_sw.png ! alt :  ! title : Hanes_27PT_Cactus_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-XL-Cactus._ADD,0,,27PT,,0,00196062641111,,,,,Cactus,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XS, Inari",hanes-originals-womens-relaxed-fit-cotton-t-shirt-inari-xs,1105047,1105091,"Size: XS, Color: Inari",,publish,,0,"2024-01-11 23:16:03",1,closed,#441324,5017,,,no,no,0,5.1300,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Inari_sw.png ! alt :  ! title : Hanes_27PT_Inari_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-XS-Inari._ADD,0,,27PT,,0,00196062641135,,,,,Inari,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XS, Red River Clay",hanes-originals-womens-relaxed-fit-cotton-t-shirt-red-river-clay-xs,1105047,1105092,"Size: XS, Color: Red River Clay",,publish,,0,"2024-01-11 23:16:03",1,closed,#441325,5017,,,no,no,0,5.1300,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_27PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-XS-Red River Clay._ADD",0,,27PT,,0,00196062641197,,,,,"Red River Clay",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - L, Regalia Blue",hanes-originals-womens-relaxed-fit-cotton-t-shirt-regalia-blue-l,1105047,1105093,"Size: L, Color: Regalia Blue",,publish,,0,"2024-01-11 23:16:04",1,closed,#441326,5017,,,no,no,0,5.1300,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_27PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-L-Regalia Blue._ADD",0,,27PT,,0,00196062641289,,,,,"Regalia Blue",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XS, Cactus",hanes-originals-womens-relaxed-fit-cotton-t-shirt-cactus-xs,1105047,1105094,"Size: XS, Color: Cactus",,publish,,0,"2024-01-11 23:16:04",1,closed,#441422,5017,,,no,no,0,5.1300,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Cactus_sw.png ! alt :  ! title : Hanes_27PT_Cactus_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-XS-Cactus._ADD,0,,27PT,,0,00196062641074,,,,,Cactus,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XL, Inari",hanes-originals-womens-relaxed-fit-cotton-t-shirt-inari-xl,1105047,1105095,"Size: XL, Color: Inari",,publish,,0,"2024-01-11 23:16:04",1,closed,#441423,5017,,,no,no,0,5.1300,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Inari_sw.png ! alt :  ! title : Hanes_27PT_Inari_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-XL-Inari._ADD,0,,27PT,,0,00196062641173,,,,,Inari,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XS, Regalia Blue",hanes-originals-womens-relaxed-fit-cotton-t-shirt-regalia-blue-xs,1105047,1105096,"Size: XS, Color: Regalia Blue",,publish,,0,"2024-01-11 23:16:04",1,closed,#441577,5017,,,no,no,0,5.1300,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_27PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-XS-Regalia Blue._ADD",0,,27PT,,0,00196062641258,,,,,"Regalia Blue",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - M, Regalia Blue",hanes-originals-womens-relaxed-fit-cotton-t-shirt-regalia-blue-m,1105047,1105097,"Size: M, Color: Regalia Blue",,publish,,0,"2024-01-11 23:16:05",1,closed,#441578,5017,,,no,no,0,5.1300,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_27PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-M-Regalia Blue._ADD",0,,27PT,,0,00196062641272,,,,,"Regalia Blue",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - XL, Regalia Blue",hanes-originals-womens-relaxed-fit-cotton-t-shirt-regalia-blue-xl,1105047,1105098,"Size: XL, Color: Regalia Blue",,publish,,0,"2024-01-11 23:16:05",1,closed,#441579,5017,,,no,no,0,5.1300,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_27PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"27PT-XL-Regalia Blue._ADD",0,,27PT,,0,00196062641296,,,,,"Regalia Blue",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Relaxed Fit Cotton T-Shirt - M, Cactus",hanes-originals-womens-relaxed-fit-cotton-t-shirt-cactus-m,1105047,1105099,"Size: M, Color: Cactus",,publish,,0,"2024-01-11 23:16:05",1,closed,#441661,5017,,,no,no,0,5.1300,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_27PT_Cactus_sw.png ! alt :  ! title : Hanes_27PT_Cactus_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-relaxed-fit-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,27PT-M-Cactus._ADD,0,,27PT,,0,00196062641098,,,,,Cactus,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
